KdRek4,KdRek5,Nama_Rincian
"3.01.01.08.","3.01.01.08.009.","Concrete Prestres"
"3.01.01.08.","3.01.01.08.010.","Concrete Cutter"
"3.01.01.08.","3.01.01.08.011.","Concrete Mixer"
"3.01.01.08.","3.01.01.08.012.","Concrete Vibrator"
"3.01.01.08.","3.01.01.08.013.","Concrete Breaker"
"3.01.01.08.","3.01.01.08.014.","Aggregate/Chip Spreader"
"3.01.01.08.","3.01.01.08.015.","Grauting Machine"
"3.01.01.08.","3.01.01.08.016.","Concrete Mould"
"3.01.01.08.","3.01.01.08.017.","Pipe Plant Equipment"
"3.01.01.08.","3.01.01.08.018.","Concrete Mixer Tandem"
"3.01.01.08.","3.01.01.08.019.","Onion Head Machine"
"3.01.01.08.","3.01.01.08.020.","Pan Mixer"
"3.01.01.08.","3.01.01.08.021.","Asbuton Mixer"
"3.01.01.08.","3.01.01.08.022.","Paddle Mixer"
"3.01.01.08.","3.01.01.08.023.","Asphalt Buton Crusher"
"3.01.01.08.","3.01.01.08.024.","Rock Drill"
"3.01.01.08.","3.01.01.08.999.","Aggregate & Concrete Equipment Lainnya"
"3.01.01.09.","3.01.01.09.001.","Track Loader + Attachment"
"3.01.01.09.","3.01.01.09.002.","Wheel Loader + Attachment"
"3.01.01.09.","3.01.01.09.003.","Main Deck Loader"
"3.01.01.09.","3.01.01.09.004.","Conveyor Belt Truck"
"3.01.01.09.","3.01.01.09.005.","High Lift Loader"
"3.01.01.09.","3.01.01.09.006.","Backhoe Loader"
"3.01.01.09.","3.01.01.09.999.","Loader Lainnya"
"3.01.01.10.","3.01.01.10.001.","Tower Crane"
"3.01.01.10.","3.01.01.10.002.","Truck Mounted Crane"
"3.01.01.10.","3.01.01.10.003.","Truck Crane"
"3.01.01.10.","3.01.01.10.004.","Wheel Crane"
"3.01.01.10.","3.01.01.10.005.","Forklift"
"3.01.01.10.","3.01.01.10.006.","Fortal Crane"
"3.01.01.10.","3.01.01.10.007.","Crawler Crane"
"3.01.01.10.","3.01.01.10.008.","Container Crane"
"3.01.01.10.","3.01.01.10.009.","Transtainer"
"3.01.01.10.","3.01.01.10.010.","Travelt Container Stacker"
"3.01.01.10.","3.01.01.10.011.","Top Loader"
"3.01.01.10.","3.01.01.10.012.","Rail Lifter"
"3.01.01.10.","3.01.01.10.013.","Track Motor Car"
"3.01.01.10.","3.01.01.10.014.","Salvage Pesawat Udara"
"3.01.01.10.","3.01.01.10.015.","Hand Palet Truck"
"3.01.01.10.","3.01.01.10.016.","Crane Shovel 20 T"
"3.01.01.10.","3.01.01.10.017.","Shop Wood Working Crane Shovel 20 T"
"3.01.01.10.","3.01.01.10.999.","Alat Pengangkat Lainnya"
"3.01.01.11.","3.01.01.11.001.","Mesin Pembuat Pellet"
"3.01.01.11.","3.01.01.11.002.","Mesin Pembuat Es"
"3.01.01.11.","3.01.01.11.003.","Mesin Penghancur Es"
"3.01.01.11.","3.01.01.11.004.","Water Treatment (Mesin Proses)"
"3.01.01.11.","3.01.01.11.005.","Sea Water Treatment"
"3.01.01.11.","3.01.01.11.006.","Mesin Pengolah Dodol"
"3.01.01.11.","3.01.01.11.999.","Mesin Proses Lainnya"
"3.01.01.99.","3.01.01.99.999.","Alat Besar Darat Lainnya"
"3.01.02.01.","3.01.02.01.001.","Suction Dredger"
"3.01.02.01.","3.01.02.01.002.","Bucket Dredger"
"3.01.02.01.","3.01.02.01.003.","Cutter Suction Dredger"
"3.01.02.01.","3.01.02.01.999.","Dredger Lainnya"
"3.01.02.02.","3.01.02.02.001.","Floating Excavator + Attachment"
